columns,sample,human_detected,csv_detected,id
TYPE DE SÉJOUR,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",csp_insee,csp_insee,f65917e4-bc23-40f1-bc7f-d155eb5535d9
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,ec43b5c3-72dc-4f7c-b2d2-96dc60b47220
Sous Rubrique (Code),"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",csp_insee,csp_insee,c2682dbb-e324-49a9-9466-3f0e7b299222
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,53193a2f-42c3-4bea-bddc-f4a9e800aff5
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,bed8f024-e3ca-4783-9f64-f87dac4df520
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,3f018e3e-bc49-4343-93cc-e19b70b9b5ec
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,f4b6f231-844e-4fe5-a8c4-9d6e030f2ce9
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,32d303b8-0844-4b34-a1fd-c65bfedcb19b
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,617019a9-a097-40e0-b71f-c2402d8964f9
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,caeab5d1-2af0-4fa5-a99f-c8e150601292
CATÉGORIE,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",csp_insee,csp_insee,f65917e4-bc23-40f1-bc7f-d155eb5535d9
NOMBRE DE LOGEMENTS,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",csp_insee,csp_insee,ffc650bb-3b06-45d2-a16f-8244684bac01
INFOS_COMPLEMENTAIRES_1,"['\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n']",csp_insee,csp_insee,5be521ef-d601-4447-8900-2772b91a1f4e
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,440cd478-f614-44b8-80a6-a2799448d3b6
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,d4b8f767-5eb9-41ac-8496-18933792880e
INFOS_COMPLEMENTAIRES_1,"['\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n']",csp_insee,csp_insee,6f154d1d-73c7-4c5c-8631-320379615430
OBJECTID,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",csp_insee,csp_insee,6b6f579e-ee1e-46a6-8424-eeb6ae01a9bd
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,b7d6fa94-64b4-42f1-ac90-225839208e5f
ID_LIAISON,"['- - -', '- - -', '- - -', '- - -', '- - -', '- - -', '- - -', '- - -', '- - -', '- - -']",csp_insee,csp_insee,ce73e3a7-2885-46c6-82a7-bef507136cd9
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,22dce841-7983-4b4a-bb4d-fab309750085
Nom commune,"['Châlus', 'Golfech', 'Bandraboua', 'Saint-Étienne-de-Serre', 'Basly', 'Cussay', 'Saint-Maurice-de-Cazevieille', 'Villeneuve-de-Rivière', 'Crespy-le-Neuf', 'Cesseville']",csp_insee,csp_insee,41452af1-fff4-4719-bc4c-23fb510a1152
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,c0ce6725-29ea-469d-bd1d-c18d8e1ee52d
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,25d3eaca-7f1f-4045-8691-d31d36e769c4
"""Cardinaux_multiplicatifs""","[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",csp_insee,csp_insee,bc4a3bce-8371-41b2-9963-829cac231972
TYPE,"[' ', ' ', 'Voies nouvelles', ' ', ' ', ' ', ' ', ' ']",csp_insee,csp_insee,24cae51f-f6b1-4d17-bd86-5f9e5dacd955
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,aee7f253-24f8-40a8-a55d-894350015fc2
INFOS_COMPLEMENTAIRES_1,"['\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n', '\r\n']",csp_insee,csp_insee,cc3edce7-407e-458b-98d4-b71a01a91900
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ', '                                                                                                                                                                                                        ']",csp_insee,csp_insee,13913716-18f2-4430-8083-7698804d698f
