columns,sample,human_detected,csv_detected,id,,,,,,,,,,,,,,,,,,,,,,adresse
Unnamed: 70,"""[0,641, 0,262, 0,564, 0,145, 0,179, 0,286, 2,587, 0,223, 0,004, 1,473]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 71,"""[0,338, 0,218, 0,195, 0,177, 0,877, 0,004, 0,063, 0,156, 0,227, 0,292]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2017,"""[0,641, 0,226, 0,161, 0,852, 0,178, 0,203, 0,004, T1 2017, 2,362, 0,341]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 73,"""[0,143, 0,262, 0,005, 0,290, 0,461, 2,622, 0,533, 0,203, 0,215, T2 2017]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 74,"""[0,262, 0,179, 0,277, 1,529, 0,632, Q3 2017, 0,675, 0,558, 0,529, 0,120]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 75,"""[0,626, 0,349, 0,845, 1,555, T4 2017, 0,277, 0,183, 1,052, 0,875, 0,138]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2018,"""[Q1 2018, 0,206, 0,352, 0,136, 0,700, 0,203, T1 2018, 0,527, 0,871, 1,037]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 77,"""[0,005, 0,709, 2,351, 0,453, 0,215, 0,767, 0,201, 0,268, 0,527, 0,194]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 78,"""[T3 2018, 0,218, 0,242, 0,283, 0,177, 0,723, 1,001, 0,201, 0,445, 0,527]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 79,"""[Q4 2018, T4 2018]""",,,78c26650-0cbc-4db5-8e18-3015a9cf112b,,,,,,,,,,,,,,,,,,,,,,
date_time,"""[17/04/2018 19:26, 24/04/2018 11:12, 28/03/2018 19:35, 26/03/2018 18:50, 23/04/2018 15:47, 10/05/2018 11:35, 06/04/2018 10:00, 24/05/2018 18:15, 30/05/2018 12:22, 25/04/2018 12:48]""",date,date,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
mcc_mnc,"""[20801, 20810, 20820, 20815]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
operateur,"""[Orange, Free Mobile, Bouygues Telecom, SFR]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
techno,"""[3G, UNKNOWN, 2G, 4G,  , HR]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
usage,"""[outdoor, incar, indoor]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
latitude,"""[50.24888, 43.2200802779, 50.34263, 50.74888, 47.47341, 49.18927, 49.50177, 49.62677, 49.84552, 41.8426199999999]""",latitude_wgs,longitude_wgs_fr_metropole,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
longitude,"""[-0.48900261, 1.45308, 2.95308, 2.6196183088, 3.9064300000000003, 5.8512699999999995, 5.930051569, 5.9450199999999995, 6.108969999999999, 9.13131680923999]""",longitude_wgs,latitude_wgs_fr_metropole,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
protocole,"""[STREAM, WEB, UL50, UL2, DL10, Voix, SMS, DL50]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
complement,"""[https://www.google.fr, http://www.amazon.fr, https://www.oui.sncf/services-train/suivi-commande, http://www.meteofrance.com/accueil, https://www.ouest-france.fr/leditiondusoir/, https://www.cocoriqosi.fr/kepler/, https://www.linkedin.com, https://fr.m.wikipedia.org, https://www.instagram.com, http://www.msn.com/fr-fr]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
mobile,"""[OnePlus 5t, iPhone 8, Huawei Mate 10 Pro, Sony Xperia XZ1, Samsung Galaxy S8]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
strate,"""[intermediaire, rurale, dense]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
sous_strat,"""[MOULINS-LE-CARBONNEL, SAINT-POL-DE-LEON, LA CHAPELLE-ERBREE, RENNES, LESCHAUX, NEUVY-PAILLOUX, PEROLS, DORANGES, DUTTLENHEIM, JOUY-LES-REIMS]""",commune,commune,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
nom_dept,"""[CALVADOS, ISERE, CREUSE, AUBE, HAUTES-ALPES, HAUTS-DE-SEINE, INDRE-ET-LOIRE, CHER, COTE-D'OR, ESSONNE]""",departement,departement,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
insee_dept,"""[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
nom_reg,"""[BRETAGNE, CENTRE-VAL DE LOIRE, PAYS DE LA LOIRE, NOUVELLE-AQUITAINE, OCCITANIE, PROVENCE-ALPES-COTE D'AZUR, BOURGOGNE-FRANCHE-COMTE, ILE-DE-FRANCE, CORSE, HAUTS-DE-FRANCE]""",region,region,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
bilan1,"""[0.0, 1.0]""",booleen,booleen,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
bilan2,"""[0.0, 1.0]""",booleen,booleen,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
bilan3,"""[0.0, 1.0]""",booleen,booleen,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
performance,"""[18,12, 85,03, 30,66, 24,54, 26,25, 52,5, 3,73, 2,64, 11,06, 39,62]""",,,793f03e4-04c8-4e7b-b320-1c8b80294563,,,,,,,,,,,,,,,,,,,,,,
Code quartier ,"""[QP033013, QP058004, QP078007, QP057006, QP976003, QP094015, QP974005, QP082001, QP973010, QP081004]""",,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
DEPARTEMENT ,"""[42, 17, 50, 51, 94, 33, 52, 92, 05, 56]""",departement,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
NOM_DEPT,"""[Loiret, Dordogne, Vosges, Yonne, Jura, Hautes-Alpes, Alpes-Maritimes, Sarthe, Paris, Vendée]""",departement,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
Quartier prioritaire ,"""[Patte D'Oie - Malétrenne - Plaisance, Les Bouttières, Anne Franck, Etats-Unis - Langlet Santy, Mosson, Cavalier, Blanchard, Bédier - Boutroux, PAMATAI CENTRE, Valbarelle Néréïdes Bosquet]""",,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
Noms des communes concernées ,"""[Roubaix, Tourcoing, Wattrelos, Croix , Saint-Étienne, Sainte-Suzanne, Savigny-sur-Orge  , Paris 18ème et 19ème arrondissements, Montargis, Drancy, Villeneuve-la-Garenne, Bezons, Courcelles-lès-Lens]""",,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 5,"""[]""",,,80e7df41-1e7f-4561-987c-f23bdd48cbff,,,,,,,,,,,,,,,,,,,,,,
Code INSEE,"""[91001, 91016, 91017, 91021, 91022, 91027, 91035, 91037, 91038, 91041]""",code_commune_insee,code_commune_insee,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Postal,"""[91880, 91400, 77300, 78113, 92380, 91080, 78400, 91770, 77850, 75002]""",code_postal,code_postal,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Commune,"""[LE CHESNAY, SAINT-BRICE, VILLETANEUSE, EVECQUEMONT, SAINT-PIERRE-DU-PERRAY, BUTHIERS, MONTLIGNON, NANTERRE, CHAMPAGNE-SUR-SEINE, NANTEAU-SUR-LUNAIN]""",commune,commune,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Département,"""[ESSONNE, PARIS, VAL-DE-MARNE, VAL-D'OISE, HAUTS-DE-SEINE, SEINE-ET-MARNE, SEINE-SAINT-DENIS, YVELINES]""",departement,departement,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Région,"""[ILE-DE-FRANCE]""",region,region,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Statut,"""[Capitale d'état, Sous-préfecture, Commune simple, Préfecture, Chef-lieu canton]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Altitude Moyenne,"""[23.0, 24.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Superficie,"""[2051.0, 9.0, 2073.0, 2077.0, 2084.0, 2087.0, 2093.0, 2108.0, 69.0, 72.0]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Population,"""[0.5, 1.6, 1.0, 3.2, 3.1, 0.8, 0.7, 2.0, 5.7, 9.4]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
geo_point_2d,"""[48.6610194975, 2.26503430984, 48.9114065992, 1.61781290103, 49.0267316203, 2.22116067166, 48.8027893482, 1.76744000641, 48.7130840275, 3.03898703443, 49.0579600659, 1.51633686428, 48.939144787, 2.94066585893, 48.9870552422, 3.07455824871, 49.1158466771, 1.85568912619, 49.1039330244, 2.33445740142]""",latlon_wgs,latlon_wgs,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
geo_shape,"""[{""type"": ""Polygon"", ""coordinates"": [[[2.485775647102268, 48.6153162936825], [2.471024322660051, 48.62518243413767], [2.491619382121478, 48.63941247806375], [2.496636595562013, 48.631428129617596], [2.505222716921626, 48.63185089175151], [2.510680134888626, 48.62292324603611], [2.508400310419733, 48.620071371962176], [2.485775647102268, 48.6153162936825]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.042622551407064, 48.62636848191561], [2.041608810036469, 48.62689107317577], [2.060206515496853, 48.64616382182387], [2.050568907839649, 48.65286101249124], [2.053903210778219, 48.65917532987829], [2.063153792327551, 48.66200098603353], [2.089052174295692, 48.66182392598183], [2.097108850220393, 48.666292926329604], [2.099304161505992, 48.66025569267583], [2.119636139507747, 48.65189801691855], [2.11500709407599, 48.646250604509405], [2.122501799043737, 48.63888480108845], [2.117932133813971, 48.63781657732498], [2.10328073032663, 48.640567763297284], [2.086642404613325, 48.6326332593819], [2.061166738494923, 48.62820727126177], [2.051182784867032, 48.63024213291169], [2.042622551407064, 48.62636848191561]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.682529260867708, 48.579095694170356], [2.67468871835467, 48.57985712060681], [2.655556566386536, 48.58035200338401], [2.651945152617561, 48.589300906792104], [2.644717477400379, 48.59337243575577], [2.653151914941414, 48.601592028292046], [2.653471232936348, 48.61482492623471], [2.663498085205199, 48.6145838262102], [2.685319749279792, 48.61106341083745], [2.686973058323338, 48.60452825316994], [2.700775676490037, 48.60063282221363], [2.697666517330606, 48.587123014862975], [2.688271867441903, 48.584571081671015], [2.682529260867708, 48.579095694170356]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.53750537078885, 48.140519759352394], [2.506327027888591, 48.156437575201984], [2.514870153408084, 48.16485944624839], [2.508695303754902, 48.18087779872317], [2.515405591747548, 48.19299906598315], [2.520295858365277, 48.19391884359841], [2.53299072486898, 48.18890378158212], [2.535763501087183, 48.171989115043694], [2.554691673490297, 48.16712199720707], [2.552385530987609, 48.15354383006574], [2.566877938709591, 48.1507724318144], [2.570562642830994, 48.14081569138084], [2.53750537078885, 48.140519759352394]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.914540820845937, 49.01827986558054], [2.901051990899289, 49.02297224319052], [2.898000161679894, 49.024426364745665], [2.903910005984176, 49.03011405219815], [2.903098180824748, 49.04013917259564], [2.915921174381922, 49.043889365506395], [2.921775384928171, 49.05295686085464], [2.933423018593871, 49.059257957921176], [2.940961742041037, 49.071373393839224], [2.945074629214695, 49.077399568233005], [2.955256867619722, 49.0783119159963], [2.946988266524346, 49.066475875387695], [2.952740024253969, 49.061550949782585], [2.951619988638272, 49.044790229594064], [2.94229098454746, 49.03287212308514], [2.946892060048857, 49.02677782909856], [2.941498174826834, 49.020427097964756], [2.92095959934979, 49.02269926039491], [2.914540820845937, 49.01827986558054]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.113204845795602, 48.90633753807078], [2.104127721869828, 48.90740315638221], [2.110353346001781, 48.92071468887357], [2.12223969394776, 48.93202586208152], [2.122791996436942, 48.942174125935594], [2.127853526267651, 48.9431913030021], [2.142430773286288, 48.93512178653146], [2.1238336924741, 48.92247777268599], [2.113204845795602, 48.90633753807078]]]}, {""type"": ""Polygon"", ""coordinates"": [[[1.761479140954789, 48.908883099684545], [1.756990862240175, 48.90771236951115], [1.748978834096256, 48.91124450567851], [1.749242614349485, 48.91219161834289], [1.753093554310521, 48.92174724413585], [1.767330229077596, 48.93087030769494], [1.763394545828061, 48.93680156082045], [1.768613949148741, 48.9423773844679], [1.776280172279379, 48.93802205181766], [1.783341566714194, 48.92561973787776], [1.78481043591284, 48.925256907877085], [1.761479140954789, 48.908883099684545]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.57711434436102, 48.755093221439026], [2.573005372995169, 48.76020525320052], [2.578204204586492, 48.76499059252918], [2.576330017289713, 48.76793401012813], [2.571670046323765, 48.76709893245624], [2.572378892581981, 48.77357717304316], [2.561972312761988, 48.78780388073491], [2.555456854488504, 48.792096885163694], [2.571680824810041, 48.798946475201625], [2.575874065850475, 48.793906900834415], [2.585119741447274, 48.79357060683819], [2.591542353000813, 48.797370134020525], [2.598842925820701, 48.793347643327024], [2.587148254654037, 48.77461846577872], [2.59103082951138, 48.77232036382681], [2.606453544235837, 48.773334523882774], [2.614816906164042, 48.76112090971125], [2.597543957657469, 48.760569279553934], [2.588910287549779, 48.76340898742759], [2.581942680840776, 48.75516418660653], [2.57711434436102, 48.755093221439026]]]}, {""type"": ""Polygon"", ""coordinates"": [[[2.650196835400067, 48.14440807779636], [2.640105344539663, 48.143540879756934], [2.637187223426187, 48.153412106537324], [2.623270144537215, 48.1570218046793], [2.6224322197727, 48.167007187952855], [2.62760992825556, 48.16714061336308], [2.633461397676107, 48.176795986199686], [2.648616372008413, 48.18595716073182], [2.656313991362199, 48.18168772212174], [2.671050210805179, 48.18332236147264], [2.684133308507799, 48.169042052563704], [2.67719197837389, 48.16029501112662], [2.668584002573125, 48.15821955270548], [2.664724327915668, 48.145485063466126], [2.650196835400067, 48.14440807779636]]]}, {""type"": ""Polygon"", ""coordinates"": [[[1.738884276731469, 49.11439061060422], [1.733535810663726, 49.114640147369336], [1.722268922012788, 49.12213735300287], [1.692058955948781, 49.12866471301974], [1.702736416554408, 49.13673830391882], [1.708315691860101, 49.15756070794707], [1.718794684872995, 49.165684372607146], [1.733942062656957, 49.16586258505796], [1.742917018131337, 49.16273758661806], [1.739084517418771, 49.149515528484976], [1.742531215478927, 49.14700688820365], [1.741544378510266, 49.13797767926149], [1.731426359665082, 49.12638861935737], [1.732588809868417, 49.119755703440674], [1.738884276731469, 49.11439061060422]]]}]""",json_geojson,json_geojson,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
ID Geofla,"""[16384, 8192, 16399, 16404, 16405, 24597, 32792, 24616, 16425, 16427]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Commune,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Canton,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Arrondissement,"""[1, 2, 3, 4, 5]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Département,"""[75, 77, 78, 91, 92, 93, 94, 95]""",,,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Code Région,"""[11]""",code_region,code_region,845bd585-7f17-4e88-a158-be3cd6526168,,,,,,,,,,,,,,,,,,,,,,
Num_Acc,"""[201400000001, 201400000002, 201400000003, 201400000004, 201400000005, 201400000006, 201400000007, 201400000008, 201400000009, 201400000010]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
an,"""[14]""",,code_departement,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
mois,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
jour,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
hrmn,"""[1, 2, 5, 6, 7, 8, 9, 10, 11, 12]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
lum,"""[1, 2, 3, 4, 5]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
agg,"""[1, 2]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
int,"""[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
atm,"""[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
col,"""[1, 2, 3, 4, 5, 6, 7]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
com,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
adr,"""[., TOUL SABLE  ROND POIN, 2, SAULES (VOI DES), ., TRITSCHLER, 10, AVENUE DE MANTES, 16, RENET (PLACE PIERRE), 119, LIBERTE AV.DE LA, VIEILLE ROUTE DE LA GAVO, rue du marechal joffre, saint potan, SANS, COLLINE (CHEMIN DE]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
gps,"""[R, A, M, Y, G]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
lat,"""[0.0, 4325377.0, 4650207.0, 4751364.0, 4849669.0, 4358148.0, 4259847.0, 4554760.0, 4849671.0, 4194315.0]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
long,"""[0.0, 1.0, -131050.0, 131100.0, 655390.0, 393280.0, -131000.0, 131146.0, 393300.0, 524377.0]""",,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
dep,"""[520, 10, 530, 20, 540, 30, 550, 40, 560, 50]""",code_departement,,85dfe8c6-589f-4e76-8a07-9f59e49ec10d,,,,,,,,,,,,,,,,,,,,,,
Num_Acc,"""[201000000001, 201000000002, 201000000003, 201000000004, 201000000005, 201000000006, 201000000007, 201000000008, 201000000009, 201000000010]""",,date,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
catr,"""[1, 2, 3, 4, 5, 6, 9]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
voie,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
v1,"""[2.0, 3.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
v2,"""[S, N, 7, 5, A, d, s, J, a, G]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
circ,"""[0.0, 1.0, 2.0, 3.0, 4.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
nbv,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
pr,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
pr1,"""[0.0, 1.0, 2.0, 3.0, 4100.0, 5.0, 6.0, 7.0, 8.0, 2057.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
vosp,"""[0.0, 1.0, 2.0, 3.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
prof,"""[0.0, 1.0, 2.0, 3.0, 4.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
plan,"""[0.0, 1.0, 2.0, 3.0, 4.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
lartpc,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
larrout,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
surf,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
infra,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
situ,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
env1,"""[0.0, 3.0, 99.0]""",,,86577e9c-56ab-4673-95cb-3351e804fc03,,,,,,,,,,,,,,,,,,,,,,
Num_Acc,"""[201500000256, 201500000257, 201500000258, 201500000259, 201500000260, 201500000261, 201500000262, 201500000263, 201500000264, 201500000265]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
an,"""[15]""",,code_departement,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
mois,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
jour,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
hrmn,"""[1, 2, 3, 4, 5, 6, 8, 9, 10, 11]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
lum,"""[1, 2, 3, 4, 5]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
agg,"""[1, 2]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
int,"""[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
atm,"""[1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
col,"""[1, 2, 3, 4, 5, 6, 7]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
com,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
adr,"""[23, AVENUE DE MESSINE, HAZEBROUCK (ROUTE), lieu dit Pontavennec, VIEILLE ROUTE DE LA GAVO, AVENUE DU MARCHÉ, 0, BUXEROLLES (ROUTE DE), MAZAGRAN (RUE), Rue de la Croix de Combe, SANS, FORET DE SEILLON (, 3229, LIMOGES (ROUTE DE)]""",adresse,adresse,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
gps,"""[R, A, M, Y, G]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
lat,"""[0.0, 4718592.0, 4325376.0, 4325379.0, 4587530.0, 4587533.0, 4325393.0, 4980755.0, 4456471.0, 4325400.0]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
long,"""[0.0, 7.0, 131092.0, 393237.0, -131043.0, 262173.0, 32.0, 655400.0, -131018.0, 55.0]""",,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
dep,"""[520, 10, 530, 20, 540, 30, 550, 40, 560, 50]""",code_departement,,185fbdc7-d4c5-4522-888e-ac9550718f71,,,,,,,,,,,,,,,,,,,,,,
Code Culture,"""[CRN, MIN, PEP, THY, VE6, BCI, AVP, CGS, CHS, LIP]""",,,18658e27-e7e5-4dee-a3c8-ee2f9c840f8c,,,,,,,,,,,,,,,,,,,,,,
Libellé Culture,"""[Betterave non fourragère / Bette, Bande tampon, Poivron / Piment, Lin fibres, Restructuration du vignoble, Surface pastorale - ressources fourragères ligneuses prédominantes, Autre oléagineux dhiver despèce Brassica rapa, Dactyle de 5 ans ou moins, Marguerite, Autre oléagineux de printemps despèce Brassica napus]""",,,18658e27-e7e5-4dee-a3c8-ee2f9c840f8c,,,,,,,,,,,,,,,,,,,,,,
